Date,Open,High,Low,Close,Volume,Adj Close
2013-08-21,3120.03,3132.14,3107.56,3108.99,257657400,3108.99
2013-08-20,3158.42,3164.81,3117.51,3128.75,291115300,3128.75
2013-08-19,3192.26,3202.10,3168.28,3173.33,230727900,3173.33
2013-08-16,3194.54,3209.50,3180.30,3197.53,214066400,3197.53
2013-08-15,3234.33,3237.71,3212.29,3220.92,234279000,3220.92
2013-08-14,3249.46,3251.64,3231.56,3248.66,201488900,3248.66
2013-08-13,3240.24,3247.86,3236.41,3244.12,282266600,3244.12
2013-08-12,3227.65,3244.40,3222.99,3232.24,232642100,3232.24
2013-08-09,3229.91,3229.91,3229.91,3229.91,000,3229.91
2013-08-08,3229.91,3229.91,3229.91,3229.91,000,3229.91
2013-08-07,3222.28,3240.61,3220.16,3229.91,265183900,3229.91
2013-08-06,3236.19,3247.85,3212.74,3224.89,199415400,3224.89
2013-08-05,3239.66,3243.14,3229.68,3241.79,179822300,3241.79
2013-08-02,3263.40,3268.63,3248.22,3254.13,322703400,3254.13
2013-08-01,3244.23,3256.60,3234.05,3243.29,234772200,3243.29
2013-07-31,3242.45,3246.94,3221.93,3221.93,563832700,3221.93
2013-07-30,3238.81,3258.56,3222.56,3245.45,282392000,3245.45
2013-07-29,3233.69,3237.93,3218.50,3236.97,225331600,3236.97
2013-07-26,3237.75,3248.83,3231.48,3236.10,184912400,3236.10
2013-07-25,3264.97,3265.14,3232.94,3235.68,244969200,3235.68
2013-07-24,3251.66,3277.55,3246.57,3274.76,271095200,3274.76
2013-07-23,3238.37,3256.81,3231.73,3253.76,319749600,3253.76
2013-07-22,3223.91,3240.36,3221.00,3234.35,230007000,3234.35
2013-07-19,3218.54,3221.98,3205.57,3213.26,209111400,3213.26
2013-07-18,3217.34,3226.94,3210.81,3218.20,234469800,3218.20
2013-07-17,3221.12,3226.38,3207.13,3208.33,219777000,3208.33
2013-07-16,3244.50,3251.68,3216.50,3224.96,155390800,3224.96
2013-07-15,3240.52,3255.72,3233.94,3236.82,186299000,3236.82
2013-07-12,3258.41,3258.41,3226.40,3236.06,173865800,3236.06
2013-07-11,3214.69,3250.38,3213.11,3248.92,287502200,3248.92
2013-07-10,3192.41,3205.82,3185.61,3188.04,232367400,3188.04
2013-07-09,3167.05,3185.59,3159.80,3178.63,216307800,3178.63
2013-07-08,3161.95,3165.56,3132.07,3155.47,143295000,3155.47
2013-07-05,3147.12,3179.81,3147.12,3169.73,131594000,3169.73
2013-07-04,3141.41,3161.93,3130.85,3147.12,108405600,3147.12
2013-07-03,3160.73,3162.18,3125.49,3129.49,247828000,3129.49
2013-07-02,3153.93,3186.89,3153.47,3173.32,225458000,3173.32
2013-07-01,3147.49,3151.27,3132.86,3140.93,211981200,3140.93
2013-06-28,3143.18,3162.94,3138.40,3150.44,332561400,3150.44
2013-06-27,3133.94,3152.79,3118.03,3118.03,308185400,3118.03
2013-06-26,3105.83,3118.86,3092.54,3104.40,262964800,3104.40
2013-06-25,3069.08,3100.20,3066.41,3089.93,370042200,3089.93
2013-06-24,3104.28,3117.85,3074.31,3074.31,310404000,3074.31
2013-06-21,3081.50,3132.65,3065.42,3124.45,408945800,3124.45
2013-06-20,3186.60,3186.60,3132.37,3133.26,413979200,3133.26
2013-06-19,3225.67,3235.09,3208.52,3213.79,231390400,3213.79
2013-06-18,3198.00,3233.69,3195.31,3229.55,272140800,3229.55
2013-06-17,3150.50,3191.45,3144.57,3183.44,281837600,3183.44
2013-06-14,3147.78,3166.41,3137.13,3161.43,258961600,3161.43
2013-06-13,3127.14,3134.18,3094.86,3130.69,357093800,3130.69
2013-06-12,3151.71,3168.71,3146.74,3153.48,252414200,3153.48
2013-06-11,3199.24,3199.49,3159.52,3170.38,363385600,3170.38
2013-06-10,3204.39,3214.88,3194.84,3200.51,271644400,3200.51
2013-06-07,3187.09,3198.73,3178.82,3184.72,276120000,3184.72
2013-06-06,3211.16,3221.00,3187.73,3193.51,313532800,3193.51
2013-06-05,3278.75,3281.27,3231.25,3243.43,307335200,3243.43
2013-06-04,3273.46,3298.00,3260.12,3291.35,267513200,3291.35
2013-06-03,3287.10,3304.07,3279.54,3291.08,235344000,3291.08
2013-05-31,3329.51,3334.50,3304.96,3311.37,648093200,3311.37
2013-05-30,3360.08,3361.50,3303.11,3336.01,366563800,3336.01
2013-05-29,3407.23,3416.52,3367.47,3367.47,279712800,3367.47
2013-05-28,3401.89,3410.02,3393.36,3406.08,226315200,3406.08
2013-05-27,3388.03,3403.41,3373.47,3391.30,210876400,3391.30
2013-05-24,3393.17,3393.17,3393.17,3393.17,000,3393.17
2013-05-23,3440.40,3447.12,3382.74,3393.17,644964800,3393.17
2013-05-22,3453.28,3464.79,3453.26,3454.37,339410200,3454.37
2013-05-21,3455.60,3456.99,3431.38,3443.90,291574200,3443.90
2013-05-20,3452.79,3458.04,3443.86,3454.23,229938600,3454.23
2013-05-17,3454.56,3457.07,3444.96,3449.30,164156000,3449.30
2013-05-16,3451.32,3455.55,3437.00,3452.28,407634000,3452.28
2013-05-15,3446.63,3451.04,3435.01,3441.53,506492000,3441.53
2013-05-14,3436.71,3445.06,3425.18,3432.76,371773600,3432.76
2013-05-13,3441.69,3447.73,3428.29,3428.96,430376000,3428.96
2013-05-10,3434.41,3445.39,3431.79,3443.77,334580800,3443.77
2013-05-09,3424.54,3434.49,3424.05,3432.78,343178400,3432.78
2013-05-08,3393.59,3423.57,3393.59,3413.02,415059800,3413.02
2013-05-07,3384.80,3397.60,3382.91,3383.16,421106000,3383.16
2013-05-06,3381.28,3392.86,3376.77,3382.29,366941600,3382.29
2013-05-03,3398.88,3400.47,3367.36,3369.90,454004800,3369.90
2013-05-02,3370.19,3405.09,3367.79,3402.39,507385400,3402.39
2013-05-01,3368.18,3368.18,3368.18,3368.18,000,3368.18
2013-04-30,3378.19,3383.46,3365.76,3368.18,438967800,3368.18
2013-04-29,3351.15,3362.63,3347.19,3361.92,281795400,3361.92
2013-04-26,3345.03,3353.04,3340.38,3348.87,293341400,3348.87
2013-04-25,3315.26,3337.71,3309.39,3337.71,398924400,3337.71
2013-04-24,3297.19,3322.71,3279.82,3322.71,297804000,3322.71
2013-04-23,3308.30,3310.46,3279.94,3284.35,271460800,3284.35
2013-04-22,3302.18,3312.14,3291.27,3308.92,244613000,3308.92
2013-04-19,3287.03,3300.36,3283.21,3294.05,301199200,3294.05
2013-04-18,3292.89,3300.83,3281.89,3296.37,390284600,3296.37
2013-04-17,3297.57,3301.95,3284.29,3291.46,319623400,3291.46
2013-04-16,3270.33,3298.39,3264.08,3291.58,365435000,3291.58
2013-04-15,3290.15,3293.95,3279.11,3284.37,221046800,3284.37
2013-04-12,3307.45,3314.91,3289.53,3294.19,204175200,3294.19
2013-04-11,3303.83,3313.50,3300.26,3308.80,214924400,3308.80
2013-04-10,3297.52,3301.76,3278.41,3293.25,253080000,3293.25
2013-04-09,3292.16,3308.51,3290.41,3296.57,235709200,3296.57
2013-04-08,3294.96,3298.85,3283.52,3284.61,342232800,3284.61
2013-04-05,3311.07,3313.61,3295.98,3299.78,331477000,3299.78
2013-04-04,3315.00,3318.16,3307.80,3307.80,244155800,3307.80
2013-04-03,3323.81,3331.26,3311.76,3321.77,375951800,3321.77
2013-04-02,3302.77,3317.59,3300.61,3317.59,240600400,3317.59
2013-04-01,3313.37,3314.67,3305.43,3307.58,126263800,3307.58
2013-03-28,3321.62,3321.62,3306.34,3308.10,272559000,3308.10
2013-03-27,3292.21,3314.16,3287.53,3313.03,322964800,3313.03
2013-03-26,3266.48,3288.53,3266.18,3288.53,288615200,3288.53
2013-03-25,3264.69,3278.38,3264.69,3267.48,183359200,3267.48
2013-03-22,3259.56,3271.48,3256.71,3258.57,223015600,3258.57
2013-03-21,3248.96,3274.55,3248.87,3267.65,225524800,3267.65
2013-03-20,3255.79,3265.85,3248.40,3248.40,356229400,3248.40
2013-03-19,3263.18,3283.70,3263.12,3269.13,320404000,3269.13
2013-03-18,3261.16,3269.33,3252.88,3256.47,367355800,3256.47
2013-03-15,3291.75,3305.77,3277.42,3286.05,607103400,3286.05
2013-03-14,3287.27,3287.41,3275.66,3279.50,236087800,3279.50
2013-03-13,3293.14,3303.96,3278.31,3288.52,298089000,3288.52
2013-03-12,3299.12,3317.42,3299.07,3303.02,238163200,3303.02
2013-03-11,3294.94,3299.47,3283.89,3292.97,282158800,3292.97
2013-03-08,3296.64,3300.16,3285.69,3289.53,253661400,3289.53
2013-03-07,3291.81,3299.60,3286.94,3298.54,299845000,3298.54
2013-03-06,3272.65,3291.81,3265.94,3291.81,240363200,3291.81
2013-03-05,3248.91,3255.96,3242.55,3248.26,304590000,3248.26
2013-03-04,3264.57,3266.30,3234.67,3239.95,432793600,3239.95
2013-03-01,3266.84,3279.17,3264.77,3269.50,247011600,3269.50
2013-02-28,3281.19,3282.90,3261.04,3269.95,303183200,3269.95
2013-02-27,3258.63,3270.96,3255.11,3261.12,232619600,3261.12
2013-02-26,3269.31,3277.12,3250.87,3254.26,884243800,3254.26
2013-02-25,3297.57,3297.57,3287.42,3288.76,243464400,3288.76
2013-02-22,3286.26,3288.55,3274.86,3288.13,261181600,3288.13
2013-02-21,3299.62,3304.99,3279.85,3287.60,244282800,3287.60
2013-02-20,3309.27,3311.67,3298.09,3308.89,201205200,3308.89
2013-02-19,3297.91,3306.61,3288.32,3295.77,213124800,3295.77
2013-02-18,3288.24,3290.62,3279.98,3288.14,152887000,3288.14
2013-02-15,3290.65,3291.18,3273.95,3283.07,200136000,3283.07
2013-02-14,3298.08,3299.80,3289.41,3290.47,282903800,3290.47
2013-02-13,3285.76,3304.87,3285.76,3301.04,245265600,3301.04
2013-02-12,3270.30,3270.30,3270.30,3270.30,000,3270.30
2013-02-11,3270.30,3270.30,3270.30,3270.30,000,3270.30
2013-02-08,3259.97,3275.29,3254.68,3270.30,271070600,3270.30
2013-02-07,3274.81,3277.45,3254.61,3261.77,259164800,3261.77
2013-02-06,3282.99,3282.99,3270.05,3276.53,187431200,3276.53
2013-02-05,3285.86,3286.07,3261.04,3272.66,210531200,3272.66
2013-02-04,3307.14,3319.19,3294.34,3297.37,231554000,3297.37
2013-02-01,3286.65,3293.31,3275.76,3291.14,225123800,3291.14
2013-01-31,3287.31,3290.90,3276.83,3282.66,365155600,3282.66
2013-01-30,3265.95,3285.90,3264.51,3285.90,188959200,3285.90
2013-01-29,3275.78,3276.31,3259.75,3259.75,226406800,3259.75
2013-01-28,3272.33,3281.46,3271.63,3273.91,298144000,3273.91
2013-01-25,3254.84,3269.31,3248.16,3269.31,205184000,3269.31
2013-01-24,3232.17,3251.55,3221.74,3248.39,218244400,3248.39
2013-01-23,3223.28,3235.32,3222.17,3231.23,217792000,3231.23
2013-01-22,3221.92,3225.54,3210.97,3219.86,251308600,3219.86
2013-01-21,3213.95,3226.83,3210.74,3221.32,274734400,3221.32
2013-01-18,3205.88,3214.39,3200.06,3211.22,181291600,3211.22
2013-01-17,3209.19,3221.16,3192.45,3195.10,328270400,3195.10
2013-01-16,3199.55,3209.87,3160.83,3208.50,278892000,3208.50
2013-01-15,3200.49,3205.74,3182.26,3196.07,251828800,3196.07
2013-01-14,3193.88,3206.59,3185.12,3206.59,236164400,3206.59
2013-01-11,3229.15,3229.15,3209.21,3216.50,336699200,3216.50
2013-01-10,3231.04,3235.95,3217.84,3226.25,275649600,3226.25
2013-01-09,3206.43,3224.64,3201.68,3220.41,261381600,3220.41
2013-01-08,3221.86,3222.67,3198.38,3205.52,239518400,3205.52
2013-01-07,3233.94,3237.78,3218.26,3218.26,213496400,3218.26
2013-01-04,3231.34,3231.34,3217.98,3225.22,200690400,3225.22
2013-01-03,3225.38,3231.39,3209.70,3224.80,387268000,3224.80
2013-01-02,3188.59,3210.02,3186.28,3201.74,367657600,3201.74
2012-12-31,3173.03,3176.18,3160.80,3167.08,176554200,3167.08
2012-12-28,3194.13,3195.74,3173.43,3191.80,167595200,3191.80
2012-12-27,3182.55,3192.07,3180.85,3183.93,152987200,3183.93
2012-12-26,3172.48,3186.13,3171.16,3180.81,89301600,3180.81
2012-12-24,3160.17,3171.66,3155.95,3168.57,65716600,3168.57
2012-12-21,3178.69,3180.50,3159.71,3163.56,187968400,3163.56
2012-12-20,3154.25,3175.52,3153.72,3175.52,240284400,3175.52
2012-12-19,3176.04,3177.10,3152.04,3158.57,389957400,3158.57
2012-12-18,3162.55,3172.55,3156.79,3156.79,300858600,3156.79
2012-12-17,3168.06,3173.22,3150.40,3158.70,183020400,3158.70
2012-12-14,3155.18,3168.43,3151.40,3168.43,256526600,3168.43
2012-12-13,3149.97,3159.40,3141.82,3156.55,291050000,3156.55
2012-12-12,3134.37,3145.00,3123.49,3141.57,313293600,3141.57
2012-12-11,3127.53,3138.81,3116.48,3118.33,220238000,3118.33
2012-12-10,3131.34,3139.40,3113.17,3114.34,233361000,3114.34
2012-12-07,3090.44,3110.51,3089.68,3107.11,295587400,3107.11
2012-12-06,3081.25,3082.88,3065.79,3078.20,295081800,3078.20
2012-12-05,3062.12,3080.47,3059.03,3075.92,000,3075.92
2012-12-04,3065.74,3066.12,3052.23,3062.12,000,3062.12
2012-12-03,3069.95,3087.56,3059.65,3065.74,000,3065.74
2012-11-30,3045.90,3083.26,3045.90,3069.95,000,3069.95
2012-11-29,3011.77,3048.45,3011.77,3045.90,000,3045.90
2012-11-28,3011.91,3012.50,2998.08,3011.77,000,3011.77
2012-11-27,3004.50,3016.61,3004.11,3011.91,000,3011.91
2012-11-26,2989.28,3010.32,2989.28,3004.50,000,3004.50
2012-11-23,2986.63,2993.37,2982.49,2989.28,000,2989.28
2012-11-22,2960.30,2990.02,2960.30,2986.63,000,2986.63
2012-11-21,2958.82,2967.29,2953.89,2960.30,000,2960.30
2012-11-20,2950.93,2973.24,2950.93,2958.82,000,2958.82
2012-11-19,2945.63,2958.51,2945.63,2950.93,000,2950.93
2012-11-16,2945.92,2954.42,2931.60,2945.63,000,2945.63
2012-11-15,2978.03,2978.03,2940.78,2945.92,000,2945.92
2012-11-14,3007.57,3007.57,2978.03,2978.03,000,2978.03
2012-11-13,3007.57,3007.57,3007.57,3007.57,000,3007.57
2012-11-12,3009.56,3012.92,2998.92,3007.57,000,3007.57
2012-11-09,3012.25,3013.34,2994.76,3009.56,000,3009.56
2012-11-08,3043.27,3043.27,3002.77,3012.25,000,3012.25
2012-11-07,3019.33,3044.55,3013.52,3043.27,000,3043.27
2012-11-06,3031.69,3031.69,3019.33,3019.33,000,3019.33
2012-11-05,3040.75,3040.75,3021.29,3031.69,000,3031.69
2012-11-02,3026.61,3049.33,3026.61,3040.75,000,3040.75
2012-11-01,3038.37,3038.37,3016.85,3026.61,000,3026.61
2012-10-31,3038.73,3047.57,3027.76,3038.37,000,3038.37
2012-10-30,3029.61,3040.48,3028.67,3038.73,000,3038.73
2012-10-29,3057.51,3057.51,3026.64,3029.61,000,3029.61
2012-10-26,3057.51,3057.51,3057.51,3057.51,000,3057.51
2012-10-25,3044.73,3060.20,3044.73,3057.51,000,3057.51
2012-10-24,3050.93,3063.00,3037.28,3044.73,000,3044.73
2012-10-23,3045.67,3058.58,3042.30,3050.93,000,3050.93
2012-10-22,3048.92,3051.63,3027.85,3045.67,000,3045.67
2012-10-19,3060.36,3060.36,3044.62,3048.92,000,3048.92
2012-10-18,3045.67,3063.55,3045.67,3060.36,000,3060.36
2012-10-17,3046.81,3066.59,3045.67,3045.67,000,3045.67
2012-10-16,3043.05,3059.31,3041.96,3046.81,000,3046.81
2012-10-15,3041.75,3050.66,3029.75,3043.05,000,3043.05
2012-10-12,3032.66,3049.14,3027.87,3041.75,000,3041.75
2012-10-11,3033.81,3037.58,3021.92,3032.66,000,3032.66
2012-10-10,3065.91,3065.91,3031.50,3033.81,000,3033.81
2012-10-09,3076.65,3083.56,3063.78,3065.91,000,3065.91
2012-10-08,3107.87,3107.87,3072.47,3076.65,000,3076.65
2012-10-05,3086.64,3110.86,3081.65,3107.87,000,3107.87
2012-10-04,3077.14,3086.64,3069.88,3086.64,000,3086.64
2012-10-03,3079.14,3082.24,3065.96,3077.14,000,3077.14
2012-10-02,3057.86,3080.95,3057.86,3079.14,000,3079.14
2012-10-01,3060.34,3060.34,3043.81,3057.86,000,3057.86
2012-09-28,3059.43,3073.08,3056.51,3060.34,000,3060.34
2012-09-27,3046.68,3066.80,3040.89,3059.43,000,3059.43
2012-09-26,3067.13,3067.13,3038.43,3046.68,000,3046.68
2012-09-25,3067.93,3078.32,3066.04,3067.13,000,3067.13
2012-09-24,3078.23,3078.23,3054.93,3067.93,000,3067.93
2012-09-21,3062.61,3084.46,3062.61,3078.23,000,3078.23
2012-09-20,3075.63,3076.35,3057.74,3062.61,000,3062.61
2012-09-19,3067.98,3085.47,3067.98,3075.63,000,3075.63
2012-09-18,3078.72,3078.72,3065.53,3067.98,000,3067.98
2012-09-17,3070.42,3088.35,3070.42,3078.72,000,3078.72
2012-09-14,3030.14,3074.86,3030.14,3070.42,000,3070.42
2012-09-13,3029.66,3033.60,3013.34,3030.14,000,3030.14
2012-09-12,3016.40,3035.80,3016.40,3029.66,000,3029.66
2012-09-11,3008.72,3019.63,3004.72,3016.40,000,3016.40
2012-09-10,3011.70,3021.22,3006.89,3008.72,000,3008.72
2012-09-07,2989.26,3021.77,2989.26,3011.70,000,3011.70
2012-09-06,2995.90,2995.90,2977.64,2989.26,000,2989.26
2012-09-05,3011.55,3011.55,2986.24,2995.90,000,2995.90
2012-09-04,3017.22,3029.23,3010.51,3011.55,000,3011.55
2012-09-03,3025.46,3028.80,3012.81,3017.22,000,3017.22
2012-08-31,3011.82,3025.46,3005.92,3025.46,000,3025.46
2012-08-30,3041.57,3041.57,3004.76,3011.82,000,3011.82
2012-08-29,3040.07,3054.17,3040.07,3041.57,000,3041.57
2012-08-28,3044.49,3048.97,3039.93,3040.07,000,3040.07
2012-08-27,3050.49,3059.54,3041.70,3044.49,000,3044.49
2012-08-24,3056.37,3056.37,3036.68,3050.49,000,3050.49
2012-08-23,3049.47,3071.91,3049.47,3056.37,000,3056.37
2012-08-22,3065.77,3065.77,3032.56,3049.47,000,3049.47
2012-08-21,3062.11,3072.16,3060.76,3065.77,000,3065.77
2012-08-20,3062.11,3062.11,3062.11,3062.11,000,3062.11
2012-08-17,3062.89,3075.06,3059.64,3062.11,000,3062.11
2012-08-16,3062.11,3081.52,3060.61,3062.89,000,3062.89
2012-08-15,3087.84,3087.84,3056.64,3062.11,000,3062.11
2012-08-14,3064.81,3088.45,3064.81,3087.84,000,3087.84
2012-08-13,3054.20,3067.62,3044.53,3064.81,000,3064.81
2012-08-10,3052.25,3062.41,3042.42,3054.20,000,3054.20
2012-08-09,3052.25,3052.25,3052.25,3052.25,000,3052.25
2012-08-08,3067.74,3077.66,3044.20,3052.25,000,3052.25
2012-08-07,3071.82,3086.94,3066.53,3067.74,000,3067.74
2012-08-06,3051.33,3086.18,3051.33,3071.82,000,3071.82
2012-08-03,3036.19,3056.07,3021.43,3051.33,000,3051.33
2012-08-02,3051.08,3055.08,3032.75,3036.19,000,3036.19
2012-08-01,3036.40,3054.90,3016.63,3051.08,000,3051.08
2012-07-31,3032.80,3040.11,2985.43,3036.40,000,3036.40
2012-07-30,2998.49,3039.35,2998.49,3032.80,000,3032.80
2012-07-27,3004.57,3029.53,2998.01,2998.49,000,2998.49
2012-07-26,2990.92,3026.49,2990.92,3004.57,000,3004.57
2012-07-25,2998.44,2998.44,2976.30,2990.92,000,2990.92
2012-07-24,2982.49,3007.19,2982.49,3002.01,000,3002.01
2012-07-23,3015.53,3015.53,2973.93,2982.49,000,2982.49
2012-07-20,3028.96,3028.96,3005.81,3015.53,000,3015.53
2012-07-19,3017.21,3039.77,3017.21,3028.96,000,3028.96
2012-07-18,3014.80,3024.69,3000.58,3017.21,000,3017.21
2012-07-17,2998.75,3027.07,2995.43,3014.80,000,3014.80
2012-07-16,2995.56,3004.34,2990.24,2998.75,000,2998.75
2012-07-13,2972.04,2999.34,2970.52,2995.56,000,2995.56
2012-07-12,2989.31,2989.31,2966.52,2972.04,000,2972.04
2012-07-11,2964.62,2995.38,2941.27,2989.31,000,2989.31
2012-07-10,2929.08,2966.22,2929.08,2964.62,000,2964.62
2012-07-09,2978.55,2978.55,2929.08,2929.08,000,2929.08
2012-07-06,2971.47,2980.78,2956.54,2978.55,000,2978.55
2012-07-05,2948.77,2971.47,2942.69,2971.47,000,2971.47
2012-07-03,2910.59,2945.33,2909.33,2945.33,000,2945.33
2012-07-02,2878.45,2913.36,2878.45,2910.59,000,2910.59
2012-06-29,2846.82,2897.96,2846.82,2878.45,000,2878.45
2012-06-28,2841.60,2869.29,2841.60,2846.82,000,2846.82
2012-06-27,2805.63,2846.09,2802.27,2841.60,000,2841.60
2012-06-26,2815.26,2815.64,2802.92,2805.63,000,2805.63
2012-06-25,2828.09,2828.09,2808.83,2815.26,000,2815.26
2012-06-22,2830.15,2830.15,2798.84,2828.09,000,2828.09
2012-06-21,2855.68,2855.68,2826.28,2830.15,000,2830.15
2012-06-20,2842.41,2861.53,2842.41,2855.68,000,2855.68
2012-06-19,2824.22,2845.09,2824.22,2842.41,000,2842.41
2012-06-18,2811.00,2850.63,2811.00,2824.22,000,2824.22
2012-06-15,2773.81,2814.00,2772.47,2811.00,000,2811.00
2012-06-14,2786.88,2786.88,2767.58,2773.81,000,2773.81
2012-06-13,2797.08,2797.08,2776.02,2786.88,000,2786.88
2012-06-12,2787.81,2797.08,2760.26,2797.08,000,2797.08
2012-06-11,2737.89,2790.19,2737.89,2787.81,000,2787.81
2012-06-08,2759.26,2760.25,2735.59,2737.89,000,2737.89
2012-06-07,2760.83,2778.47,2755.10,2759.26,000,2759.26
2012-06-06,2712.31,2765.97,2712.31,2760.83,000,2760.83
2012-06-01,2772.54,2772.54,2737.99,2745.71,000,2745.71
2012-05-31,2783.95,2783.95,2760.90,2772.54,000,2772.54
2012-05-30,2801.85,2801.85,2779.31,2783.95,000,2783.95
2012-05-29,2787.22,2811.19,2777.88,2801.85,000,2801.85
2012-05-28,2772.75,2796.75,2758.41,2787.22,000,2787.22
2012-05-25,2779.53,2787.37,2765.08,2772.75,000,2772.75
2012-05-24,2780.42,2792.36,2774.88,2779.53,000,2779.53
2012-05-23,2823.75,2823.75,2780.42,2780.42,000,2780.42
2012-05-22,2790.16,2831.23,2790.16,2823.75,000,2823.75
2012-05-18,2822.61,2822.61,2762.81,2779.10,000,2779.10
2012-05-17,2831.15,2849.91,2822.61,2822.61,000,2822.61
2012-05-16,2876.70,2876.70,2826.28,2831.15,000,2831.15
2012-05-15,2864.12,2889.42,2850.61,2876.70,000,2876.70
2012-05-14,2883.40,2898.85,2861.23,2864.12,000,2864.12
2012-05-11,2903.60,2903.60,2874.34,2887.34,000,2887.34
2012-05-10,2900.91,2904.88,2887.82,2903.60,000,2903.60
2012-05-09,2931.98,2931.98,2900.91,2900.91,000,2900.91
2012-05-08,2924.95,2944.41,2924.95,2931.98,000,2931.98
2012-05-07,2990.59,2990.59,2918.14,2924.95,000,2924.95
2012-05-04,3000.94,3000.94,2987.99,2990.59,000,2990.59
2012-05-03,3006.14,3013.34,3000.94,3000.94,000,3000.94
2012-05-02,2978.57,3006.14,2978.57,3006.14,000,3006.14
2012-05-01,2978.57,2978.57,2978.57,2978.57,000,2978.57
2012-04-30,2981.58,2982.14,2966.53,2978.57,000,2978.57
2012-04-27,2981.47,2995.93,2975.24,2981.58,000,2981.58
2012-04-26,2979.78,2989.59,2970.48,2981.47,000,2981.47
2012-04-25,2974.37,2983.56,2970.05,2979.78,000,2979.78
2012-04-24,2962.35,2984.20,2962.35,2974.37,000,2974.37
2012-04-23,2994.48,2994.63,2958.58,2962.35,000,2962.35
2012-04-20,3008.21,3009.16,2992.62,2994.48,000,2994.48
2012-04-19,3000.58,3010.85,2996.33,3008.21,000,3008.21
2012-04-18,2986.59,3007.61,2986.59,3000.58,000,3000.58
2012-04-17,2992.12,2996.64,2967.48,2986.59,000,2986.59
2012-04-16,2987.82,2993.48,2969.36,2992.12,000,2992.12
2012-04-13,2978.14,3006.31,2978.14,2987.82,000,2987.82
2012-04-12,2946.44,2982.96,2946.44,2978.14,000,2978.14
2012-04-11,2982.44,2982.44,2946.29,2949.25,000,2949.25
2012-04-10,2960.10,2982.44,2960.10,2982.44,000,2982.44
2012-04-09,2986.20,2986.20,2955.52,2960.10,000,2960.10
2012-04-05,2985.04,3002.25,2965.34,2986.20,000,2986.20
2012-04-04,3014.98,3014.98,2985.04,2985.04,000,2985.04
2012-04-03,3016.07,3033.15,3007.93,3014.98,000,3014.98
2012-04-02,3010.46,3024.08,3010.46,3016.07,000,3016.07
2012-03-30,2994.09,3012.12,2994.09,3010.46,000,3010.46
2012-03-29,3015.98,3015.98,2991.72,2994.09,000,2994.09
2012-03-28,3018.91,3018.91,3000.14,3010.49,000,3010.49
2012-03-27,2974.50,3018.91,2974.50,3018.91,000,3018.91
2012-03-26,2990.08,2994.93,2974.50,2974.50,000,2974.50
2012-03-23,2979.25,2994.29,2979.25,2990.08,000,2990.08
2012-03-22,3005.63,3009.75,2979.25,2979.25,000,2979.25
2012-03-21,3002.73,3008.78,2989.55,3005.63,000,3005.63
2012-03-20,2990.09,3017.47,2990.09,3002.73,000,3002.73
2012-03-19,3010.68,3029.92,2986.25,2990.09,000,2990.09
2012-03-16,3025.84,3035.78,3010.68,3010.68,000,3010.68
2012-03-15,3026.40,3030.68,3016.92,3025.84,000,3025.84
2012-03-14,2989.07,3027.61,2989.07,3026.40,000,3026.40
2012-03-13,2962.18,2992.82,2962.18,2989.07,000,2989.07
2012-03-12,2963.15,2973.68,2958.94,2966.11,000,2966.11
2012-03-09,2970.38,2987.16,2963.15,2963.15,000,2963.15
2012-03-08,2913.16,2970.38,2913.16,2970.38,000,2970.38
2012-03-07,2932.01,2932.01,2906.58,2913.16,000,2913.16
2012-03-06,2991.80,2993.58,2924.46,2932.01,000,2932.01
2012-03-05,2993.49,2998.12,2983.19,2991.80,000,2991.80
2012-03-02,2978.84,3003.12,2978.84,2993.49,000,2993.49
2012-03-01,2994.06,3010.50,2974.94,2978.84,000,2978.84
2012-02-29,2969.73,2999.16,2969.73,2994.06,000,2994.06
2012-02-28,2946.78,2970.44,2945.37,2969.73,000,2969.73
2012-02-27,2978.08,2983.51,2946.57,2946.78,000,2946.78
2012-02-24,2968.34,2978.08,2960.02,2978.08,000,2978.08
2012-02-23,2995.59,2995.59,2956.66,2968.34,000,2968.34
2012-02-22,3025.07,3025.07,2995.59,2995.59,000,2995.59
2012-02-21,3021.19,3031.45,3003.62,3025.07,000,3025.07
2012-02-17,2977.20,3010.67,2977.20,3000.59,000,3000.59
2012-02-16,3011.68,3011.68,2973.61,2977.20,000,2977.20
2012-02-15,2987.41,3014.76,2982.63,3011.68,000,3011.68
2012-02-14,2976.34,2988.13,2955.98,2987.41,000,2987.41
2012-02-13,2960.00,2978.33,2952.22,2976.34,000,2976.34
2012-02-10,2981.17,2994.50,2954.56,2960.00,000,2960.00
2012-02-09,2982.20,2992.93,2957.01,2981.17,000,2981.17
2012-02-08,2957.78,2985.98,2957.78,2982.20,000,2982.20
2012-02-07,2940.10,2963.19,2940.10,2957.78,000,2957.78
2012-02-06,2917.95,2959.44,2917.95,2940.10,000,2940.10
2012-02-03,2901.04,2931.77,2901.04,2917.95,000,2917.95
2012-02-02,2904.76,2925.43,2901.04,2901.04,000,2901.04
2012-02-01,2906.69,2906.69,2883.49,2904.76,000,2904.76
2012-01-31,2888.29,2906.69,2874.31,2906.69,000,2906.69
2012-01-30,2916.26,2916.26,2881.68,2888.29,000,2888.29
2012-01-27,2894.43,2916.29,2888.28,2916.26,000,2916.26
